paperId,title,abstract
b09bbc7c293de9fcbbfed9b3d15199781d0fa2ef,deep learning goes to school toward a relational understanding of ai in education,"ABSTRACT In Applied AI, or ‘machine learning’, methods such as neural networks are used to train computers to perform tasks without human intervention. In this article, we question the applicability of these methods to education. In particular, we consider a case of recent attempts from data scientists to add AI elements to a handful of online learning environments, such as Khan Academy and the ASSISTments intelligent tutoring system. Drawing on Science and Technology Studies (STS), we provide a detailed examination of the scholarly work carried out by several data scientists around the use of ‘deep learning’ to predict aspects of educational performance. This approach draws attention to relations between various (problematic) units of analysis: flawed data, partially incomprehensible computational methods, narrow forms of educational’ knowledge baked into the online environments, and a reductionist discourse of data science with evident economic ramifications. These relations can be framed ethnographically as a ‘controversy’ that casts doubts on AI as an objective scientific endeavour, whilst illuminating the confusions, the disagreements and the economic interests that surround its implementations."
bc8b82f8bc0e47643c8f22efcbeb9a63bdd3d0f0,big data analytics in higher education a review,"--------------------------------------------------------ABSTRACT----------------------------------------------------------Big Data provides an opportunity to educational Institutions to use their Information Technology resources strategically to improve educational quality and guide students to higher rates of completion, and to improve student persistence and outcomes. This paper explores the attributes of big data that are relevant to educational institutions, investigates the factors influencing adoption of big data and analytics in learning institutions and seeks to establish the limiting factors hindering use of big data in Institutions of higher learning. The study has been conducted through a desk search and reviewed sources of literature including scientific research journals and reports. The paper is based on desk research. The sources of literature that were reviewed included scientific research articles and journals, conference reports and theses. Online journals found on the internet were also examined with the search being broadened by Google Scholar where the following keywords were used “big data”, “developing countries”, “education systems” and “clustering”. The paper concludes that Big Data is important since it offers Universities opportunities to their Information Technology resources strategically to improve educational quality and guide students, colleges and universities see value in analytics; and therefore recommends that these institutions carry out investments in analytics programs and in people to have relevant data science. This is because Big Data can afford educational institutions opportunities to shape a modern and dynamic education system, in which every individual student can have the maximum benefit from, and can greatly contribute towards improving the quality of education"
3466f99ab8256a4edd9bd4ca0ab842cb11d998f8,understanding democracy and development traps using a datadriven approach,"Abstract Methods from machine learning and data science are becoming increasingly important in the social sciences, providing powerful new ways of identifying statistical relationships in large data sets. However, these relationships do not necessarily offer an understanding of the processes underlying the data. To address this problem, we have developed a method for fitting nonlinear dynamical systems models to data related to social change. Here, we use this method to investigate how countries become trapped at low levels of socioeconomic development. We identify two types of traps. The first is a democracy trap, where countries with low levels of economic growth and/or citizen education fail to develop democracy. The second trap is in terms of cultural values, where countries with low levels of democracy and/or life expectancy fail to develop emancipative values. We show that many key developing countries, including India and Egypt, lie near the border of these development traps, and we investigate the time taken for these nations to transition toward higher democracy and socioeconomic well-being."
106274c0cb6b8551fc36b75632658f382474a890,big data software engineering analysis of knowledge domains and skill sets using ldabased topic modeling,"Software engineering is a data-driven discipline and an integral part of data science. The introduction of big data systems has led to a great transformation in the architecture, methodologies, knowledge domains, and skills related to software engineering. Accordingly, education programs are now required to adapt themselves to up-to-date developments by first identifying the competencies concerning big data software engineering to meet the industrial needs and follow the latest trends. This paper aims to reveal the knowledge domains and skill sets required for big data software engineering and develop a taxonomy by mapping these competencies. A semi-automatic methodology is proposed for the semantic analysis of the textual contents of online job advertisements related to big data software engineering. This methodology uses the latent Dirichlet allocation (LDA), a probabilistic topic-modeling technique to discover the hidden semantic structures from a given textual corpus. The output of this paper is a systematic competency map comprising the essential knowledge domains, skills, and tools for big data software engineering. The findings of this paper are expected to help evaluate and improve IT professionals’ vocational knowledge and skills, identify professional roles and competencies in personnel recruitment processes of companies, and meet the skill requirements of the industry through software engineering education programs. Additionally, the proposed model can be extended to blogs, social networks, forums, and other online communities to allow automatic identification of emerging trends and generate contextual tags."
aed83147f40c0f0925d637d75c3c2d63bf73e4b7,data science profession and education,"Advanced analytics, data science, and new generation artificial intelligence (Al) represent probably the most promising areas and directions in today's and near -future's Information and Communications Technology and Science, Engineering and Technology sectors and disciplines, where data science has become the major driving force of the new-generation Al. Data science and new-generation Al have attracted increasing interest from major governments, vendors, and academia, with important initiatives launched by major countries such as the United States,' China, and the European Commission. However, despite the fact that the role of data scientists has been described as the sexiest job in the 21st century, the qualifications and capabilities of a data scientist are not clearly defined; it is important yet undermined to define what makes the next-generation data scientists who can transform today's and future science, technology, innovation, and economy. On one hand, as an increasing number of data science courses are being created by online course offers and traditional institutions, data science has clearly formed a new profession. 8,°,1° On the other, high -end data science employers (including major innovators, vendors, and enterprises) complain the limited availability of qualified data scientists to enable their strategic development and foster their future competitive advantages. These disclose the deviated status of existing professional and educational markets, the restricted benchmarldng and accreditation of responsibilities and capabilities of data scientists, and the urgent need of standardizing and upgrading competencies and maturity of data science qualifications and education. This article intends to address these important issues, with an aim to contributing to the standardization and formalization of next -generation data science profession and education."
34a6e59ffff8b57b3e4af31ee7033ecaf07c7fcb,the current landscape of teaching analytics to business students at institutions of higher education who is teaching what,"ABSTRACT Business analytics continues to become increasingly important in business and therefore in business education. We surveyed faculty who teach statistics or whose institutions offer statistics to business students and conducted web searches of business analytics and data science programs that are offered by these faculties associated with schools of business. The intent of the survey and web searches was to gain insight on the current landscape of business analytics and how it may work synergistically with data science at institutions of higher education, as well as inform the role that statistics education plays in the era of big data. The study presents an analysis of subject areas (Statistics, Operations Research, Management Information Systems, Data Analytics, and Soft Skills) covered in courses offered by institutions with undergraduate degrees in business analytics or data science influencing statistics taught to business students. Given the notable contribution of statistics to the study of business analytics and data science and the importance of knowledge and skills acquired in statistics-based courses not only for students pursuing a major or minor in the discipline, but also for all business majors entering the current data-centric business environment, we present findings about who is teaching what in business statistics education."
d4f7f948a5041b6d970d9d8d8424edf1c950bbde,machine behaviourism future visions of learnification and datafication across humans and digital technologies,"ABSTRACT This paper examines visions of ‘learning’ across humans and machines in a near-future of intensive data analytics. Building upon the concept of ‘learnification’, practices of ‘learning’ in emerging big data-driven environments are discussed in two significant ways: the training of machines, and the nudging of human decisions through digital choice architectures. Firstly, ‘machine learning’ is discussed as an important example of how data-driven technologies are beginning to influence educational activity, both through sophisticated technical expertise and a grounding in behavioural psychology. Secondly, we explore how educational software design informed by behavioural economics is increasingly intended to frame learner choices to influence and ‘nudge’ decisions towards optimal outcomes. Through the growing influence of ‘data science’ on education, behaviourist psychology is increasingly and powerfully invested in future educational practices. Finally, it is argued that future education may tend toward very specific forms of behavioural governance – a ‘machine behaviourism’ – entailing combinations of radical behaviourist theories and machine learning systems, that appear to work against notions of student autonomy and participation, seeking to intervene in educational conduct and shaping learner behaviour towards predefined aims."
835ba5c07ed7606b46983659cb7fc940e1f608f1,curriculum reform in big data education at applied technical colleges and universities in china,"With the boom in data science, big data education has received increasing attention from all kinds of colleges and universities in China, and many of them are in a rush to offer big data education. This paper first analyzes the major areas of big data capability training and the Chinese market needs for various kinds of data science talent. Then, it discusses the curriculum design process for the “Data Science & Big Data Technology” bachelor’s degree program, and summarizes some detailed approaches to improving teaching experiments. Finally, this paper proposes a graduating student profile for big data education at applied technical colleges and universities in China. The authors’ main ideas include that, at the applied technical colleges and universities, a) a suitable graduating student orientation should be determined as the big data talent needs are hierarchical; b) the redesigned curriculum in big data education should provide students more practical capabilities and knowledge; c) the teaching of the existing mainstream big data technologies and tools should be significant components in the syllabi of big data education."
12621202c93d7eaa5648bbe29c49f2904542f7ef,deskripsi keterampilan proses sains mahasiswa pada materi termodinamika,"Penelitian ini bertujuan untuk mendeskripsikan keterampilan proses sains mahasiswa program studi pendidikan fisika pada materi hukum termodinamika. Populasi penelitian ini ialah mahasiswa program studi pendidikan fisika universitas Jambi angkatan 2017. Teknik pengambilan sampel menggunakan total sampling, jadi sampel penelitian ini yaitu seluruh mahasiswa pendidikan fisika universitas Jambi dengan total 91 mahasiswa di angkatan 2017. Indikator keterampilan proses yang diamati meliputi observasi, klasifikasi, membuat hipotesis, hubungan antar variabel, merencanakan percobaan, mengukur, memperoleh dan memproses data, analisis percobaan, komunikasi, serta kesimpulan.  Data keterampilan proses diukur melalui lembar observasi, pada saat praktikan  melakukan kegiatan praktikum hukum termodinamika. Data dianalisis menggunakan statistik deskriptif. Hasil dari penelitian ini, keterampilan proses sains mahasiswa fisika bervariasi dari kategori baik seperti observasi42,85%, klasifikasi 36,26%, mengukur 37,36%, analisis percobaan 32,96%, serta merencanakan percobaan 42,85%, kesimpulan 54,94%, membuat hipotesis 51,54%, dan hubungan antar variabel 42,85%. Selanjutnya untuk kategori tidak baik seperti komunikasi 39,56%, serta  memperoleh dan memproses data 45,05%, Hasil ini menunjukkan mahasiswa belum menguasai keterampilan proses sains mahasiswa pada beberapa indikator. Oleh karena itu perlu adanya buku panduan pratikum berbasis keterampilan proses untuk meningkatkan keterampilan proses sains mahasiswa melalui kegiatan praktikum.This study aims to describe the science process skills of students in physics education program on the subject matter of thermodynamic law. The population of this study is the students of physics education program at  Jambi University in 2017. The sampling technique using total sampling, so the sample of this study is all students of  physics education  program at Jambi university with a total of 91 students in 2017. The science process skills indicators observed to include observation, classification, hypothesized, relationships between variables, planning experiments, measuring, obtain and process data, experimental analysis, communication, and conclusions. Data science process skills was collected through observation sheets when the  practitioner conducts the practicum thermodynamic law. Data was  analyzed using descriptive statistics. The results of this study, science process skills of physics students varied from good categories such as observation 42.85%, classification 36.26%, measuring 37.36%, experimental analysis 32.96%, and planning experiments 42.85%, conclusions 54, 94%, hypothesized 51.54%, and the relationship between variables was 42.85%. Furthermore, for the bad category such as communication 39.56%, and obtaining and processing 45.05%. These results indicate that students have not mastered the students' science process skills on several indicators. Therefore, it necessary to have a science process skills based practicum guidebook to improve student science process skills through practicum activities."
95b9c61b85de090f2d4b75088def58f5e16d6c6f,next steps for big data in education utilizing dataintensive research,"Data-informed instructional methods offer tremendous promise for increasing the effectiveness of teaching, learning, and schooling. Yet-to-be-developed data science approaches have the potential to dramatically advance instruction for every student and to enhance learning for people of all ages. Next steps that emerged from a recent NSF funded Computing Research Association workshop on data-intensive research in education were: 1) mobilize communities around opportunities based on new forms of evidence, 2) infuse evidence-based decision-making throughout a system, 3) develop new forms of educational assessment, 4) re-conceptualize data generation, collection, storage, and representation processes, 5) develop new types of analytic methods, 6) build human capacity to do data science and to use its products, and 7) develop advances in privacy, security, and ethics. If these steps are taken, participants agreed that data science approaches have the potential to dramatically advance instruction for every student and to enhance learning for people of all ages. This article briefly summarizes three of these themes that are particularly relevant, yet have not received as much attention as they deserve."
d38f3589637f4b7ef85edf21968769254b561811,life and education policy intervention augmentation and computation,"ABSTRACT In this paper, we are interested in the notion of multiple ways of thinking, knowing and transforming life, namely an increasing capacity to intervene in ‘life’ as a ‘molecular biopolitics’, and the changing ways in which ‘life’ can be understood computationally. We identify and speculate on the ways different ideas of life, drawing from humanities, social, life and computing sciences, may impact the ways we think about and know education policy. We focus on key aspects of education policy around self-responsibilisation and choice, new forms of network governance and the move to education data science. The paper examines what is required to understand how advancements in the life and computing sciences may be implemented within educational institutions and organisations, and what political and ethical issues might pertain to the challenges these new advancements bring to educational institutions."
445bbfe6c15ccfd13548525a539ca2adf76f5126,creating a balanced data science program,"As we consider the next fifty years of computing education, a phenomenon that shows no signs of abating is the data deluge, in which commercial companies, the natural sciences, the social sciences, professional sports teams, government agencies, and other institutions are generating ever-increasing quantities of data. To address the challenges posed by the data deluge, the discipline of data science has arisen, and an increasing number of universities are offering undergraduate data science programs. Many of these programs have their origins in a computer science or a statistics department, leading to a data science curriculum that is more heavily weighted toward computing or statistics. By contrast, the data science program described in this paper is a joint endeavor between computer science and statistics that seeks to provide balanced training in both areas. Its broad goals are to produce students who (a) are well-trained in both computer science and statistics, (b) are equipped with specialized data-related skills that are not normally taught in either of those disciplines, and (c) can apply their skills to a domain area. This paper reports on the author's experiences leading the effort to create this program, which has seen good growth, received positive feedback from students, and is successfully preparing students for internships. We offer this report in the hope that it may serve as a model for other institutions considering the addition of an undergraduate data science program."
1efc473ab764c2317b3adf869a2aa740cf5739c5,incorporating generating functions to computational science education,"Computational Science is so important such that more and more institutions start to offer courses or even programs in this area recently. What should be incorporated into computational science curriculum? Generating Functions (GFs) are one of the most useful tools, GFs have been playing an important role in many applications, including analysis of algorithms and in combinatorics, etc, GFs transform discrete data into continuous functions, so we can apply all the mathematical theories and methodologies for manipulating functions to study discrete data or data science. Recently, it was showed that GFs can be used beyond traditional applications in computation [1, 4, 5, 12]. So we believe it is very important to incorporate GFs into computational science education, including both traditional and new applications."
8ad03b36ab3cba911699fe1699332c6353f227bc,application of computational intelligence to improve education in smart cities,"According to UNESCO, education is a fundamental human right and every nation’s citizens should be granted universal access with equal quality to it. Because this goal is yet to be achieved in most countries, in particular in the developing and underdeveloped countries, it is extremely important to find more effective ways to improve education. This paper presents a model based on the application of computational intelligence (data mining and data science) that leads to the development of the student’s knowledge profile and that can help educators in their decision making for best orienting their students. This model also tries to establish key performance indicators to monitor objectives’ achievement within individual strategic planning assembled for each student. The model uses random forest for classification and prediction, graph description for data structure visualization and recommendation systems to present relevant information to stakeholders. The results presented were built based on the real dataset obtained from a Brazilian private k-9 (elementary school). The obtained results include correlations among key data, a model to predict student performance and recommendations that were generated for the stakeholders."
3f8c7c930b1804b865d42fce0cef99b04500f7e8,integrated virtual laboratory in engineering mathematics education fourier theory,"In this paper, we present a virtual learning laboratory environment for undergraduate mathematics education using an inquiry-based learning approach. The Visible Thinking pedagogical framework is also suggested to achieve a good complement to traditional lecture–tutorial systems. The virtual laboratory is implemented in an open-access Java interactive software. We demonstrate a viable instruction procedure, providing a set of virtual laboratory activities with real-world applications spanning signal processing, data science and analytics, sustainable infrastructure engineering, and theoretical physics. A preliminary study on a pilot cohort indicates that the proposed virtual laboratory can enhance students’ learning. The virtual laboratory implementation is scalable and can be easily expanded in scope to other mathematical topics; transitioning to a tablet-based system for use in smart classrooms is also readily achieved. The Java interactive software is freely available on Open Science Framework."
2cca2722c4ace6bf64582f34aa9fc952c7e4a06b,tripres traffic flow prediction driven resource reservation for multimedia iov with edge computing,"XIAOLONG XU, School of Computer and Software, Nanjing University of Information Science and Technology, China and Jiangsu Engineering Center of Network Monitoring, Nanjing University of Information Science and Technology, China and Engineering Research Center of Digital Forensics, Ministry of Education, China and Jiangsu Collaborative Innovation Center of Atmospheric Environment and Equipment Technology (CICAEET), Nanjing University of Information Science and Technology, China ZIJIE FANG, School of Computer and Software, Nanjing University of Information Science and Technology, China LIANYONG QI, School of Information Science and Engineering, Qufu Normal University, China XUYUN ZHANG, Department of Computing, Macquarie University, Australia QIANG HE, Department of Computer Science and Software Engineering, Swinburne University of Technology, Australia XIAOKANG ZHOU, Faculty of Data Science, Shiga University, Japan and RIKEN Center for Advanced Intelligence Project, Japan"
a2a4e060c09c3c0c36d77e95e2eb72b4b1e57b41,tailored data science education using gamification,"The interest to become a data scientist or related professions in data science domain is rapidly growing. To meet such a demand, we propose a novel educational service that aims to provide a tailored learning paths for data science. Our target user is one who aims to be an expert in data science. Our approach is to analyze the background of the practitioner and match the learning units. A critical feature is that we use gamification to reinforce the practitioner engagement. We believe that our work provides a practical guideline for those who wants to learn data science."
36b0eebb7e5129bd01ccfd3dc3603d5f1d4e04f5,highlights of the national academies report on undergraduate data science opportunities and options,"In 2016, the National Academies of Sciences, Engineering, and Medicine of the United States established the Committee on Envisioning the Data Science Discipline: The Undergraduate Perspective. The committee issued a 120-page report in 2018, setting forth a vision for the undergraduate education in data science. This interview of the co-chairs of the committee, Laura Haas, the Dean of the College of Information and Computer Sciences at University of Massachusetts at Amherst, and Alfred Hero, the co-director of the Michigan Institute for Data Science, is conducted by Rob Lue, the co-editor of data science education for Harvard Data Science Review. It provides a succinct summary of the key findings and recommendations of the Report, highlighting the call to equip students with “data acumen.” It also probes beyond the Report, including the possible roles of data science for reimagining liberal arts education in the digital age.KeywordsData Acumen, Data Ethics, Data Science Curriculum, Data Science Programs, Digital-age Education, Liberal Arts Education"
e4eaeef9c33c84acb56b399f307aa13ecca75fe4,big data and data science in health care what nurses and midwives need to know,"“Data science”—an interdisciplinary science encompassing statistics, mathematics, engineering, computer science, informatics, and/or decision science to elicit evidence-based informed shared decision-making rationales among parties (O’Connor, 2018; Park, 2018a, 2018b)—has grown by leaps and bounds since 2016 when Google DeepMind’s AlphaGo revealed its exceptional performance beyond human capability. Further, “data science” is now evolving bi-exponentially all around the world. The leading Industry-University Collaboration initiatives for Artificial Intelligence (AI)-centered research include the institutions of (1) Google and University of Toronto (the Vector Institute), (2) Google DeepMind and University of Alberta, (3) IBM and Massachusetts Institute of Technology, and (4) Microsoft and University of Montreal and are expected to promote AI’s high-speed development (Bushey, 2017), improving the process of scientific discovery and the quality of decision-making given unpredictable conditions and advancing a data‐driven economy (Ahalt et al., 2014; Park & Glenn, 2017). Such a consortium heralds that academic, economic, and sociological innovation/transformation would ensue sequentially and concurrently. Dare we dream how far science can go? The impact of these changes has not yet affected our everyday lives because these technological advances have not yet become an essential part of our lives. However, Virtual Reality (VR) developers are already almost finished constructing a real economy in several VR platforms (Park, 2018c). The AI-driven Autonomous Driving Car (ADC) is also expected to be released in 2020 (Business-Insider, 2016). By extension, Google’s Toronto smart city project will initiate its pilot program this summer, begin construction in 2020, and have its first residents by 2022 (Li, 2018). A drastic socio-structural change in our lives is already underway (Park, 2018c).  Each academic discipline is accordingly transitioning to a STEM (Science, Technology, Engineering, and Mathematics)-integrated education policy and reforming the curriculum to meet the demands of the times. Such an attempt mainly focuses on providing students a wide array of methodological expertise and hands-on experience in data science through taking additional courses delivered by STEM-related departments, upon students’ request. The course content includes combining large data sets with advanced analytics, e.g., (1) data/text/opinion/reality mining, (2) descriptive statistical analytics such as data visualization, social network analysis and cluster analysis, and (3) predictive analytics such as mathematical modeling, forecasting, simulation, machine learning, and so on (O’Connor, 2018). However, we must face an inconvenient truth about students’ preparation in statistics and mathematics, the foundational subjects of data science. Above all, before teaching students computer programming with Python or R, we first need to figure out WHAT the students want to mine from the flood of data. We also need to proactively identify whether the students understand HOW to explore their intellectual curiosity. That is, a well-established pre-knowledge about the primary specialization encompassing statistics and/or mathematics is required. For example, a decision science expert whose primary major is not nursing science has inherent limits performing data analyses appropriately reflecting the nature and value of nursing care. His/her evidence may be ineffective or even dangerous to nursing practice. No matter how perfect its scientific integrity is, knowledge without a foundation in the primary science may result in invalid policy-making in nursing practice (Park, 2018b), consequently threatening patient safety. Data science requires a totally different way of thinking and working from traditional, fixed framework-oriented, statistics-based nursing science (O’Connor, 2018; Park, 2018b), indicating that creativity and originality are highly valued in the new era of science. However, most undergraduate and even graduate nursing programs do not currently have an educational system synthesizing mathematics and computer programming such as Python or R, even though statistics is relatively well-integrated in curriculums. First, a lack of competent educators in both nursing science and data science is an urgent issue. However, insufficiency of scholarly preparation in mathematics among current nurse scientists is more urgent (Park, 2017), setting back the advancement of nursing science and going against the trend. An enormous challenge lies ahead due to the demanding nature of mathematics, with its long, high-intensity training and the wide gap between/among the viewpoints of academic disciplines—i.e., the humanities/social sciences and STEM. However, we should no longer avoid such a challenge. We nurses have an obligation to keep on doing our best to satisfy the ever-changing and complex needs of our patients in order to protect them from potential harm as well as enhance patients’ well-being. RECEIVED 25 May 2018, REVISED 25 June 2018, ACCEPTED 25 June 2018"
0e205749e015350ca185af84aafc4d60233c4ff3,science process skills of students having field dependent and field independent cognitive styles,"This study has been carried out to compare the integrated science process of the students having field dependent and independent cognitive style. A total of 496 students (285 female, 211 male) participated using by stratified sampling method from seven high schools located in the Cappadocia Region of Turkey. While students’ science process skills were evaluated using science process skills measurement test (SPSMT) developed by Temiz (2007), cognitive styles (field dependent and independent) were determined using group embedded figures test (GEFT), developed by Witkin et al. (1977). Scores obtained for identifying manipulated, responding and controlled variables, and formulating hypotheses, manipulating variables, interpreting data science process skills were compared in terms of cognitive styles possessed by the students. As a result of this comparison, it has been observed that students with field independence were more successful than field dependent students in all science process skills examined. Results of the independent sample t-test demonstrated statistically meaningful differences in identifying responding variable, controlled variables, formulating hypotheses and manipulating variables skills. 
 
   
 
 Key words: Science process skills, cognitive styles, science education, Achievement"
8349419dbf349967ba095773142314fc78f7a549,learnmine data science practice and education through gameful experiences,"We introduce Learn2Mine, an education and analysis platform that integrates state-of-the-art data mining tools with effective feedback and training mechanisms in order to lower the barrier for domain experts and computer scientists to learn data science. Data science is the combination of statistical and computer science techniques in order to extract meaningful information from domain-specific datasets. Learn2Mine is a platform where students learn and practice techniques commonly used by data scientists. The Learn2Mine platform is a novel environment for teaching data science without requiring prerequisite knowledge, and with the idea that all knowledge bases can be enhanced by data science. It applies the principles of gamification, making the learning process more engaging and rewarding. Learn2Mine has been piloted by undergraduates, which, through the ability to retry lessons and receive instant feedback, has allowed them to engage in more sophisticated data science concepts than previous semesters. The next step for Learn2Mine, which will be continuously extended with new algorithms and lessons and completely open to the public beginning January 2014 (http://learn2mine.appspot.com), is the completion of an extension framework giving international institutions and organizations of higher learning the ability to create their own lessons for students to perform."
0c348cb7396f5246ecedad28aa5797145777543e,data collection approaches to enable evaluation of a massive open online course about data science for continuing education in health care case study,"Background This study presents learner perceptions of a pilot massive open online course (MOOC). Objective The objective of this study was to explore data collection approaches to help inform future MOOC evaluations on the use of semistructured interviews and the Kirkpatrick evaluation model. Methods A total of 191 learners joined 2 course runs of a limited trial of the MOOC. Moreover, 7 learners volunteered to be interviewed for the study. The study design drew on semistructured interviews of 2 learners transcribed and analyzed using Braun and Clark’s method for thematic coding. This limited participant set was used to identify how the Kirkpatrick evaluation model could be used to evaluate further implementations of the course at scale. Results The study identified several themes that could be used for further analysis. The themes and subthemes include learner background (educational, professional, and topic significance), MOOC learning (learning achievement and MOOC application), and MOOC features (MOOC positives, MOOC negatives, and networking). There were insufficient data points to perform a Kirkpatrick evaluation. Conclusions Semistructured interviews for MOOC evaluation can provide a valuable in-depth analysis of learners’ experience of the course. However, there must be sufficient data sources to complete a Kirkpatrick evaluation to provide for data triangulation. For example, data from precourse and postcourse surveys, quizzes, and test results could be used to improve the evaluation methodology."
0dff832d22b8bbeb4bed2564ebe62f3afe2e0b48,the theoretical and methodological opportunities afforded by guided play with young children,"For infants and young children, learning takes place all the time and everywhere. How children learn best both in and out of school has been a long-standing topic of debate in education, cognitive development, and cognitive science. Recently, guided play has been proposed as an integrative approach for thinking about learning as a child-led, adult-assisted playful activity. The interactive and dynamic nature of guided play presents theoretical and methodological challenges and opportunities. Drawing upon research from multiple disciplines, we discuss the integration of cutting-edge computational modeling and data science tools to address some of these challenges, and highlight avenues toward an empirically grounded, computationally precise and ecologically valid framework of guided play in early education."
88ed0e79c72566510813bf0bbbae47233644cbf9,ai in engineering and computer science education in preparation for the th industrial revolution a south african perspective,"Artificial intelligence will play an imperative role in meeting the challenges posed by the fourth industrial revolution. This paper discusses how artificial intelligence can be incorporated into engineering and computer science education to prepare for the fourth industrial revolution in South Africa. The paper firstly examines how artificial intelligence can be incorporated into the engineering curriculum to equip engineers and computer scientists with the necessary skills to solve the complex problems that the fourth industrial revolution will bring. These range from online courses and short courses with certification that can be taken by practitioners, to degrees in artificial intelligence and data science. Artificial intelligence can also be used in the teaching and learning of engineering courses. The paper looks at the use of intelligent tutoring systems and teaching assistants to provide individualised tuition to students, artificial intelligence in blended learning and the use of artificial intelligence techniques for data analytics to identify learning difficulties. The paper also examines mechanisms and a case study for involving industry in engineering education. It provides an overview of initiatives at a South African university, namely, the establishment of research chairs, to promote collaboration with industry in education and industry projects at the undergraduate, Honours, Masters, and Phd levels. The paper examines the role that artificial intelligence can play in peace engineering education and concludes by identifying rubrics to assess the effectiveness of artificial intelligence in engineering education."
90d200873673fba3ac44bee6136ce971f3a1d77a,computing with corgis diverse realworld datasets for introductory computing,"To successfully bring introductory computing to non-CS majors, one needs to create a curriculum that will appeal to students from diverse disciplines. Several educational theories emphasize the need for introductory contexts that align with students' long-term goals and are perceived as useful. Data Science, using algorithms to manipulate real-world data and interpreting the results, has emerged as a field with cross-disciplinary value, and has strong potential as an appealing context for introductory computing courses. However, it is not easy to find, clean, and integrate datasets that will satisfy a broad variety of learners. The CORGIS project (https://think.cs.vt.edu/corgis) enables instructors to easily incorporate data science into their classroom. Specifically, it provides over 40 datasets in areas including history, politics, medicine, and education. Additionally, the CORGIS infrastructure supports the integration of new datasets with simple libraries for Java, Python, and Racket, thus empowering introductory students to write programs that manipulate real data. Finally, the CORGIS web-based tools allow learners to visualize and explore datasets without programming, enabling data science lessons on day one. We have incorporated CORGIS assignments into an introductory course for non-majors to study their impact on learners' motivation, with positive initial results. These results indicate that external adopters are likely to find the CORGIS tools and materials useful in their own pedagogical pursuits."
